,first_output_size,second_output_size,final_hidden_size,batch_size,epoch_num,train_accuracy,accuracy_except_0_and_1000,first_number_accuracy,second_number_accuracy
0,512,16,512,128,30,77.68,57.03,8.2,48.82
0,512,32,128,32,10,48.49,56.29,8.69,47.6
0,512,32,128,32,15,50.72,56.62,8.32,48.3
0,512,32,128,32,20,53.19,57.02,8.11,48.91
0,512,32,128,32,25,55.79,56.62,8.06,48.56
0,512,32,128,32,30,57.85,56.14,8.01,48.13
0,512,32,128,64,10,55.16,57.78,8.47,49.31
0,512,32,128,64,15,63.47,57.22,8.08,49.14
0,512,32,128,64,20,68.2,57.08,8.09,48.99
0,512,32,128,64,25,70.91,56.49,8.01,48.48
0,512,32,128,64,30,72.07,56.29,7.57,48.72
0,512,32,128,128,10,49.49,56.93,8.76,48.17
0,512,32,128,128,15,54.3,57.52,8.51,49.02
0,512,32,128,128,20,60.4,56.74,7.85,48.89
0,512,32,128,128,25,65.14,56.5,7.98,48.52
0,512,32,128,128,30,68.36,56.07,7.52,48.55
0,512,32,256,32,10,57.05,58.74,8.33,50.41
0,512,32,256,32,15,63.98,58.36,8.22,50.15
0,512,32,256,32,20,68.15,58.02,8.39,49.63
0,512,32,256,32,25,70.44,57.53,8.34,49.19
0,512,32,256,32,30,71.87,57.07,8.32,48.75
0,512,32,256,64,10,57.59,58.34,8.25,50.08
0,512,32,256,64,15,66.17,58.04,8.6,49.44
0,512,32,256,64,20,71.23,57.79,8.3,49.5
0,512,32,256,64,25,73.88,56.95,8.15,48.8
0,512,32,256,64,30,75.3,56.88,8.06,48.81
0,512,32,256,128,10,57.05,57.99,8.29,49.7
0,512,32,256,128,15,66.73,57.6,8.44,49.16
0,512,32,256,128,20,71.55,57.11,8.33,48.78
0,512,32,256,128,25,74.02,56.51,8.27,48.24
0,512,32,256,128,30,75.29,56.65,8.44,48.2
0,512,32,512,32,10,56.78,60.12,9.13,50.99
0,512,32,512,32,15,63.69,59.92,9.08,50.84
0,512,32,512,32,20,68.83,58.51,8.92,49.59
0,512,32,512,32,25,72.35,59.02,8.78,50.24
0,512,32,512,32,30,74.35,58.41,8.51,49.91
0,512,32,512,64,10,58.3,60.32,8.96,51.36
0,512,32,512,64,15,67.7,59.52,8.59,50.93
0,512,32,512,64,20,74.29,59.31,8.43,50.89
0,512,32,512,64,25,77.84,58.69,8.47,50.22
0,512,32,512,64,30,79.78,58.62,8.42,50.2
0,512,32,512,128,10,56.84,59.49,8.65,50.84
0,512,32,512,128,15,66.96,59.42,9.08,50.34
0,512,32,512,128,20,74.16,58.82,8.41,50.41
0,512,32,512,128,25,77.81,58.58,8.05,50.54
0,512,32,512,128,30,80.1,58.47,8.22,50.25
0,64,8,128,32,10,36.8,46.61,9.48,37.14
0,64,8,128,32,15,40.48,50.91,10.24,40.67
0,64,8,128,32,20,44.63,53.49,8.62,44.87
0,64,8,128,32,25,45.57,53.55,8.22,45.33
0,64,8,128,32,30,46.47,54.64,8.46,46.18
0,64,8,128,64,10,36.91,46.98,9.65,37.33
0,64,8,128,64,15,42.12,53.41,8.45,44.96
0,64,8,128,64,20,47.63,55.39,8.18,47.21
0,64,8,128,64,25,50.16,56.65,8.52,48.13
0,64,8,128,64,30,53.32,56.93,8.26,48.67
0,64,8,128,128,10,35.97,46.36,9.74,36.62
0,64,8,128,128,15,36.27,46.49,9.57,36.92
0,64,8,128,128,20,36.64,46.66,9.8,36.86
0,64,8,128,128,25,36.75,46.91,9.95,36.95
0,64,8,128,128,30,36.92,47.13,9.99,37.15
0,64,8,256,32,10,48.97,56.93,9.14,47.8
0,64,8,256,32,15,52.43,57.57,8.66,48.91
0,64,8,256,32,20,56.24,57.6,8.68,48.93
0,64,8,256,32,25,59.92,57.04,8.55,48.5
0,64,8,256,32,30,62.97,56.61,8.17,48.44
